molecule_chembl_id,canonical_smiles,target_pref_name,standard_type,standard_value,assay_description,bioactivity_class,assay_chembl_id
CHEMBL12618,CCCCCCCCCCCCCC[C@]1(C(=O)O)CO1,Carnitine palmitoyltransferase 1A,IC50,30,"Inhibition of carnitine palmitoyl transferase (CPT), assessed with isolated rat liver mitochondria",active,CHEMBL821258
CHEMBL12261,CCCCCCCCCCCCCCC1(C(=O)OC)CO1,Carnitine palmitoyltransferase 1A,IC50,90,"Inhibition of carnitine palmitoyl transferase (CPT), assessed with isolated rat liver mitochondria",active,CHEMBL821258
CHEMBL12812,CCCCCCCCCCCCCC[C@]1(C(=O)OC)CO1,Carnitine palmitoyltransferase 1A,IC50,40,"Inhibition of carnitine palmitoyl transferase (CPT), assessed with isolated rat liver mitochondria",active,CHEMBL821258
CHEMBL12394,CCCCCCCCCCCCCCC1(C(=O)O)CO1,Carnitine palmitoyltransferase 1A,IC50,40,"Inhibition of carnitine palmitoyl transferase (CPT), assessed with isolated rat liver mitochondria",active,CHEMBL821258
CHEMBL12070,CCCCCCCCCCCCCC[C@]1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,Carnitine palmitoyltransferase 1A,IC50,20,"Inhibition of carnitine palmitoyl transferase (CPT), assessed with isolated rat liver mitochondria",active,CHEMBL821258
CHEMBL275981,CCCCCCCCCCCCCCC1(C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CO1,Carnitine palmitoyltransferase 1A,IC50,30,"Inhibition of carnitine palmitoyl transferase (CPT), assessed with isolated rat liver mitochondria",active,CHEMBL821258
CHEMBL3559493,CCCCCCCCCCCS(=O)(=O)N[C@@H](CC(=O)[O-])C[N+](C)(C)C,Carnitine palmitoyltransferase 1A,IC50,800,Inhibition of [14C]palmitoyl-CoA and carnitine binding to carnitine palmitoyltransferase I from rat liver mitochondria,active,CHEMBL660894
CHEMBL309568,CCCCCCCCCCCCS(=O)(=O)N[C@@H](CC(=O)[O-])C[N+](C)(C)C,Carnitine palmitoyltransferase 1A,IC50,700,Inhibition of [14C]palmitoyl-CoA and carnitine binding to carnitine palmitoyltransferase I from rat liver mitochondria,active,CHEMBL660894
CHEMBL308869,CCCCCCCCCCCNS(=O)(=O)N[C@H](CC(=O)[O-])C[N+](C)(C)C,Carnitine palmitoyltransferase 1A,IC50,800,Inhibition of rat liver mitochondrial carnitine palmitoyltransferase 1 using [14C]palmitoyl-CoA radioligand,active,CHEMBL663461
CHEMBL2216792,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)cnnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,Carnitine palmitoyltransferase 1A,IC50,700,Inhibition of rat CPT1A expressed in intact Saccharomyces cerevisiae using [methyl-3H]carnitine by radiometric assay,active,CHEMBL2217140
CHEMBL3431514,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1cccc(NS(=O)(=O)c2cccc(Cl)c2)c1,Carnitine palmitoyltransferase 1A,IC50,21.8,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431515,NC(=O)c1ccc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)cc1,Carnitine palmitoyltransferase 1A,IC50,254.8,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431516,NS(=O)(=O)c1cccc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Carnitine palmitoyltransferase 1A,IC50,205.2,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431518,O=C(O)c1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCCc4ccc(C(F)(F)F)cc43)c2)cc1,Carnitine palmitoyltransferase 1A,IC50,121.6,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431520,Cc1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1C,Carnitine palmitoyltransferase 1A,IC50,568.2,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431521,O=C(O)c1ccc(NC(=O)c2ccc(Cl)c(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c2)cc1,Carnitine palmitoyltransferase 1A,IC50,138.9,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431522,COc1ccc(Cl)cc1S(=O)(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc(OC)c1OC,Carnitine palmitoyltransferase 1A,IC50,252.9,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431523,O=C(COc1ccccc1)N1CCCC[C@@H]1c1nc(-c2ccc(Cl)cc2)no1,Carnitine palmitoyltransferase 1A,IC50,227.8,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431524,NC(=O)c1cccc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Carnitine palmitoyltransferase 1A,IC50,156.45,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431525,O=C(COc1ccccc1)N1CCCC[C@@H]1c1nc(-c2ccc(S(=O)(=O)NCCO)cc2)no1,Carnitine palmitoyltransferase 1A,IC50,406,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
CHEMBL3431526,O=C(c1cc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)ccn1)N1CCOCC1,Carnitine palmitoyltransferase 1A,IC50,899.3,"SUPPLEMENTARY: Inhibition of Carnitine palmitoyltransferase 1, liver isoform",active,CHEMBL3431932
